predID,id,contig_id,island_index,island_size,variant,n_flank,c_flank,seed,rep,dldesign,antigen,af3_dir,native_status,overall_rmsd,epitope_chunk_rmsd,mean_pae,epitope_pae,scaffold_pae,ptm,ranking_score,fraction_disordered,has_clash_af3,chain_pair_pae_min,af3_n_clash_res,af3_has_clash,af3_clash_status,cylinder_ca_clashes,cylinder_native_aware,native_in_cylinder,af3_window_start,status,score_af3_n_clash_res,score_epitope_chunk_rmsd,score_overall_rmsd,score_epitope_pae,composite,pass_indicator,rank_in_group
2qqn_0P__contig13__seed0__rep0_2qqn_0P__contig13__seed0__rep0_0_model_2_fixed_dldesign_6,2qqn_0P,13,,,,,,0,0,6,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig13__seed0__rep0_2qqn_0p__contig13__seed0__rep0_0_model_2_fixed_dldesign_6,ok,2.216655292971858,4.077315537036927,4.919474031482703,6.28515625,3.6162637072268464,0.75,0.75,0.0,0.0,0.76,0,False,ok,4,2,6,0,ok,0.9525741268224334,4.509759833254122e-06,0.2959578518964865,0.010537854954641183,0.4889048403848148,4.582835296292396e-18,12
2qqn_0P__contig9__seed0__rep0_2qqn_0P__contig9__seed0__rep0_0_model_4_fixed_dldesign_7,2qqn_0P,9,,,,,,0,0,7,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig9__seed0__rep0_2qqn_0p__contig9__seed0__rep0_0_model_4_fixed_dldesign_7,ok,2.232036004637749,3.98609527463803,5.654274672447921,9.454296875,3.6393711190381817,0.75,0.75,0.0,0.0,0.76,0,False,ok,6,3,5,0,ok,0.9525741268224334,6.495586613853051e-06,0.2833014045618069,0.00023748792779163005,0.4853440106718891,6.1880428119692235e-21,13
2qqn_0P__contig29__seed0__rep0_2qqn_0P__contig29__seed0__rep0_0_model_6_fixed_dldesign_0,2qqn_0P,29,,,,,,0,0,0,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig29__seed0__rep0_2qqn_0p__contig29__seed0__rep0_0_model_6_fixed_dldesign_0,ok,2.159993035272063,3.66058265282787,7.525770572155716,10.235546875,5.578425155238471,0.66,0.66,0.0,0.0,0.76,1,True,ok,28,24,25,0,ok,0.9241418199787566,2.3882740986736236e-05,0.34525283696589865,9.301504819294074e-05,0.48492965857368614,2.9585203882221545e-31,14
2qqn_0P__contig13__seed0__rep0_2qqn_0P__contig13__seed0__rep0_0_model_2_fixed_dldesign_4,2qqn_0P,13,,,,,,0,0,4,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig13__seed0__rep0_2qqn_0p__contig13__seed0__rep0_0_model_2_fixed_dldesign_4,ok,2.245876379398568,3.969496324848866,6.920746535960034,9.33828125,4.9595455145990215,0.7,0.7,0.0,0.0,0.76,0,False,ok,3,3,4,0,ok,0.9525741268224334,6.941502967832227e-06,0.27219676638144163,0.00027295312238997954,0.4831267410343643,1.620768876467519e-27,15
2qqn_0P__contig13__seed0__rep0_2qqn_0P__contig13__seed0__rep0_0_model_2_fixed_dldesign_0,2qqn_0P,13,,,,,,0,0,0,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig13__seed0__rep0_2qqn_0p__contig13__seed0__rep0_0_model_2_fixed_dldesign_0,ok,2.2933240990859303,4.276403258488768,5.074898670939768,7.283203125,3.434073193288413,0.76,0.76,0.0,0.0,0.76,0,False,ok,3,1,6,0,ok,0.9525741268224334,2.0337786977924807e-06,0.23625966207821933,0.0032049657897461207,0.47623129450938795,6.979905100626583e-20,16
2qqn_0P__contig13__seed0__rep0_2qqn_0P__contig13__seed0__rep0_0_model_4_fixed_dldesign_3,2qqn_0P,13,,,,,,0,0,3,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig13__seed0__rep0_2qqn_0p__contig13__seed0__rep0_0_model_4_fixed_dldesign_3,ok,2.2399372781892644,4.319777664884778,5.255320953907059,8.466796875,3.4002378121284176,0.76,0.76,0.0,0.0,0.76,1,True,ok,7,6,3,0,ok,0.9241418199787566,1.7098372466486379e-06,0.2769284294932391,0.0007763299914246076,0.47132756534754244,2.9336441727829353e-23,17
2qqn_0P__contig13__seed0__rep0_2qqn_0P__contig13__seed0__rep0_0_model_2_fixed_dldesign_2,2qqn_0P,13,,,,,,0,0,2,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig13__seed0__rep0_2qqn_0p__contig13__seed0__rep0_0_model_2_fixed_dldesign_2,ok,2.346630235087976,4.340299558051543,5.263087944198322,5.912890624999999,4.142489100277447,0.74,0.74,0.0,0.0,0.76,0,False,ok,3,1,6,0,ok,0.9525741268224334,1.5750873808910733e-06,0.1999637497870966,0.016375325286579125,0.47028903332801747,2.445951556520112e-21,18
2qqn_0P__contig13__seed0__rep0_2qqn_0P__contig13__seed0__rep0_0_model_2_fixed_dldesign_3,2qqn_0P,13,,,,,,0,0,3,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig13__seed0__rep0_2qqn_0p__contig13__seed0__rep0_0_model_2_fixed_dldesign_3,ok,2.406694660499036,4.442325275902822,5.0080497690640025,7.2671875,3.4315629541551065,0.76,0.76,0.0,0.0,0.76,0,False,ok,4,3,5,0,ok,0.9525741268224334,1.0472926513969375e-06,0.1642721329951158,0.0032669537541922668,0.4618397408677003,4.1098829197417044e-21,19
2qqn_0P__contig19__seed0__rep0_2qqn_0P__contig19__seed0__rep0_0_model_0_fixed_dldesign_5,2qqn_0P,19,,,,,,0,0,5,2qqn_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2qqn_0p__contig19__seed0__rep0_2qqn_0p__contig19__seed0__rep0_0_model_0_fixed_dldesign_5,ok,2.1988475307851765,3.834868752745208,7.677330568385332,8.220703125,6.247483154974237,0.62,0.62,0.0,0.0,0.76,2,True,ok,6,3,4,0,ok,0.8807970779778823,1.1893876086006401e-05,0.31101247882355954,0.0010427570633772365,0.4586684300301182,2.4053070704589474e-38,20
2xqb_0P__contig1__seed0__rep0_2xqb_0P__contig1__seed0__rep0_0_model_0_fixed_dldesign_2,2xqb_0P,1,,,,,,0,0,2,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig1__seed0__rep0_2xqb_0p__contig1__seed0__rep0_0_model_0_fixed_dldesign_2,ok,1.6724224754779513,2.0736997936601727,7.505957206145725,9.478348214285711,2.843458578542327,0.66,0.66,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.013455782939603032,0.7875650418821455,0.00023073317147253108,0.5895583844985721,2.1626173738664532e-19,1
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_4_fixed_dldesign_5,2xqb_0P,20,,,,,,0,0,5,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_4_fixed_dldesign_5,ok,1.8371807134540932,2.2158995751378625,8.033292487510604,7.971811224489796,5.846355817111816,0.57,0.57,0.0,0.0,0.76,0,False,ok,2,0,2,0,ok,0.9525741268224334,0.007663463226962308,0.657298206908089,0.0014051943589966714,0.5621743836943531,6.259695772291497e-23,2
2xqb_0P__contig39__seed0__rep0_2xqb_0P__contig39__seed0__rep0_0_model_0_fixed_dldesign_5,2xqb_0P,39,,,,,,0,0,5,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig39__seed0__rep0_2xqb_0p__contig39__seed0__rep0_0_model_0_fixed_dldesign_5,ok,1.9698097228139977,2.3860789682994143,10.258177019511736,9.529145408163266,8.0713897691263,0.5,0.5,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.0038943913844336603,0.5301536412604402,0.00021709150639133117,0.5356843923189306,1.3890331518966216e-35,3
2xqb_0P__contig24__seed0__rep0_2xqb_0P__contig24__seed0__rep0_0_model_0_fixed_dldesign_5,2xqb_0P,24,,,,,,0,0,5,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig24__seed0__rep0_2xqb_0p__contig24__seed0__rep0_0_model_0_fixed_dldesign_5,ok,2.026149460461517,2.339280279978684,7.466509567348478,7.344164540816328,5.494205522861023,0.65,0.65,0.0,0.0,0.76,0,False,ok,2,1,2,0,ok,0.9525741268224334,0.004692337120960846,0.47387435461883987,0.002979554604258165,0.524904267734529,6.172049309164317e-21,4
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_4_fixed_dldesign_4,2xqb_0P,20,,,,,,0,0,4,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_4_fixed_dldesign_4,ok,2.0555336879009967,2.5193167948707837,9.890253558299555,8.813775510204081,8.73141693073789,0.52,0.52,0.0,0.0,0.76,0,False,ok,1,0,2,0,ok,0.9525741268224334,0.002289185985032418,0.44469354473220557,0.0005120732807610512,0.5182205698408704,1.3360397873269395e-34,5
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_4_fixed_dldesign_1,2xqb_0P,20,,,,,,0,0,1,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_4_fixed_dldesign_1,ok,2.0685938817693525,2.5680325854471584,9.76575549062117,8.802806122448981,8.351244907197827,0.52,0.52,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.0018846431937079465,0.4318332264815751,0.000518854875888054,0.5155480486524259,2.9827512264040537e-34,6
2xqb_0P__contig21__seed0__rep0_2xqb_0P__contig21__seed0__rep0_0_model_6_fixed_dldesign_2,2xqb_0P,21,,,,,,0,0,2,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig21__seed0__rep0_2xqb_0p__contig21__seed0__rep0_0_model_6_fixed_dldesign_2,ok,2.0961632674603594,2.3385601425542317,8.324432085964746,7.647927295918368,6.930194658216387,0.56,0.56,0.0,0.0,0.76,0,False,ok,3,1,2,0,ok,0.9525741268224334,0.004705809419612567,0.4050051252106748,0.0020712847998700726,0.5110429629471201,1.1950113881226733e-25,7
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_3_fixed_dldesign_3,2xqb_0P,20,,,,,,0,0,3,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_3_fixed_dldesign_3,ok,2.1111349187654023,2.618133529375376,8.829286454896785,8.79875637755102,6.461023087369851,0.55,0.55,0.0,0.0,0.76,0,False,ok,3,2,2,0,ok,0.9525741268224334,0.0015429205006262,0.39065978877498286,0.0005213811706393984,0.5072281830673121,8.486828135722002e-30,8
2xqb_0P__contig2__seed0__rep0_2xqb_0P__contig2__seed0__rep0_0_model_4_fixed_dldesign_6,2xqb_0P,2,,,,,,0,0,6,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig2__seed0__rep0_2xqb_0p__contig2__seed0__rep0_0_model_4_fixed_dldesign_6,ok,2.050543324701628,2.385524547583093,11.22770289376944,9.727551020408162,10.427433227704844,0.48,0.48,0.0,0.0,0.76,1,True,ok,3,2,2,0,ok,0.9241418199787566,0.0039030037473030913,0.44962813368061655,0.00017110513868881454,0.5067823071772584,1.8372162802512526e-43,9
2xqb_0P__contig39__seed0__rep0_2xqb_0P__contig39__seed0__rep0_0_model_0_fixed_dldesign_4,2xqb_0P,39,,,,,,0,0,4,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig39__seed0__rep0_2xqb_0p__contig39__seed0__rep0_0_model_0_fixed_dldesign_4,ok,2.14724901065669,2.530278018914364,10.750344047506834,10.424107142857142,8.018832050701674,0.49,0.49,0.0,0.0,0.76,0,False,ok,3,2,2,0,ok,0.9525741268224334,0.0021912005688278554,0.35686524188668817,7.418098146287867e-05,0.500586623687786,1.658913338434208e-39,10
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_4_fixed_dldesign_7,2xqb_0P,20,,,,,,0,0,7,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_4_fixed_dldesign_7,ok,2.148396172855826,2.5075378804198154,10.227684041851258,9.066039540816329,9.05373472159348,0.49,0.49,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.0023993587531741566,0.3558127829969772,0.0003783745820695312,0.500458590815991,1.1404696978656459e-36,11
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_4_fixed_dldesign_0,2xqb_0P,20,,,,,,0,0,0,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_4_fixed_dldesign_0,ok,2.1560229609054886,2.563566856837832,9.825817701951172,9.259183673469389,7.467134449977366,0.47,0.47,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.0019185457230746284,0.3488513984516807,0.00030012227725933067,0.49893828541892576,6.686393118244577e-35,12
2xqb_0P__contig24__seed0__rep0_2xqb_0P__contig24__seed0__rep0_0_model_0_fixed_dldesign_7,2xqb_0P,24,,,,,,0,0,7,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig24__seed0__rep0_2xqb_0p__contig24__seed0__rep0_0_model_0_fixed_dldesign_7,ok,2.1601833196000224,2.4394525043189037,7.952493166179659,7.671524234693878,6.00181077410593,0.63,0.63,0.0,0.0,0.76,0,False,ok,0,0,2,0,ok,0.9525741268224334,0.0031480783458260977,0.3450807996245062,0.002013572675376133,0.49866289384899043,1.6445923225893095e-24,13
2xqb_0P__contig20__seed0__rep0_2xqb_0P__contig20__seed0__rep0_0_model_0_fixed_dldesign_0,2xqb_0P,20,,,,,,0,0,0,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig20__seed0__rep0_2xqb_0p__contig20__seed0__rep0_0_model_0_fixed_dldesign_0,ok,2.167660282383561,2.733242352926003,8.949882175511359,8.743431122448978,6.731779085559077,0.56,0.56,0.0,0.0,0.76,0,False,ok,2,1,1,0,ok,0.9525741268224334,0.0009741511927324445,0.33835329603669,0.0005571507808381543,0.49662826915369995,2.836952231075598e-31,14
2xqb_0P__contig17__seed0__rep0_2xqb_0P__contig17__seed0__rep0_0_model_3_fixed_dldesign_7,2xqb_0P,17,,,,,,0,0,7,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig17__seed0__rep0_2xqb_0p__contig17__seed0__rep0_0_model_3_fixed_dldesign_7,ok,2.1873456545965637,2.7425688164756044,11.176699029126214,9.570184948979591,10.248664554096878,0.46,0.46,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.0009385126536020183,0.32095584006616007,0.0002066614477818207,0.4931048193915058,5.09845729316939e-43,15
2xqb_0P__contig16__seed0__rep0_2xqb_0P__contig16__seed0__rep0_0_model_3_fixed_dldesign_5,2xqb_0P,16,,,,,,0,0,5,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig16__seed0__rep0_2xqb_0p__contig16__seed0__rep0_0_model_3_fixed_dldesign_5,ok,2.191522100095584,2.763407228046288,7.949297766047694,7.836033163265306,5.859438660027162,0.62,0.62,0.0,0.0,0.76,0,False,ok,1,0,2,0,ok,0.9525741268224334,0.0008635205986453431,0.31732587059080714,0.0016534444709543998,0.49250475578501324,2.5050480913545397e-26,16
2xqb_0P__contig21__seed0__rep0_2xqb_0P__contig21__seed0__rep0_0_model_2_fixed_dldesign_0,2xqb_0P,21,,,,,,0,0,0,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig21__seed0__rep0_2xqb_0p__contig21__seed0__rep0_0_model_2_fixed_dldesign_0,ok,2.192754638310201,2.7097154036703004,7.909595626354981,7.9636160714285715,5.823042100497962,0.62,0.62,0.0,0.0,0.76,0,False,ok,2,1,2,0,ok,0.9525741268224334,0.0010701757801270593,0.3162588139409223,0.0014190617640346232,0.4923195699797147,7.580550967261529e-26,17
2xqb_0P__contig24__seed0__rep0_2xqb_0P__contig24__seed0__rep0_0_model_0_fixed_dldesign_6,2xqb_0P,24,,,,,,0,0,6,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig24__seed0__rep0_2xqb_0p__contig24__seed0__rep0_0_model_0_fixed_dldesign_6,ok,2.202209815606223,2.4948977562716923,7.425110755019324,7.88188775510204,4.780443639655953,0.66,0.66,0.0,0.0,0.76,0,False,ok,0,0,2,0,ok,0.9525741268224334,0.002523476685687039,0.30813789697940847,0.0015650592576954602,0.491073311563168,3.013551281990376e-22,18
2xqb_0P__contig21__seed0__rep0_2xqb_0P__contig21__seed0__rep0_0_model_4_fixed_dldesign_6,2xqb_0P,21,,,,,,0,0,6,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig21__seed0__rep0_2xqb_0p__contig21__seed0__rep0_0_model_4_fixed_dldesign_6,ok,2.2139735297735053,2.79775408392566,8.105467056272975,8.441613520408163,5.523223177908555,0.62,0.62,0.0,0.0,0.76,0,False,ok,1,1,2,0,ok,0.9525741268224334,0.0007527560336188549,0.2981978950409555,0.000800129735155767,0.48856613806020643,1.987888023050899e-27,19
2xqb_0P__contig24__seed0__rep0_2xqb_0P__contig24__seed0__rep0_0_model_0_fixed_dldesign_4,2xqb_0P,24,,,,,,0,0,4,2xqb_0P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/2xqb_0p__contig24__seed0__rep0_2xqb_0p__contig24__seed0__rep0_0_model_0_fixed_dldesign_4,ok,2.2187717834025182,2.5210164648302653,7.033320765387878,7.402295918367348,4.895246717971933,0.68,0.68,0.0,0.0,0.76,0,False,ok,0,0,2,0,ok,0.9525741268224334,0.002273710594915078,0.2941968789735151,0.002779349639583792,0.4883440954774852,2.017783142173016e-20,20
3lhp_1P__contig0__seed0__rep0_3lhp_1P__contig0__seed0__rep0_0_model_6_fixed_dldesign_6,3lhp_1P,0,,,,,,0,0,6,3lhp_1P,/scratch/bneff/episcaf/runs/whole_epitope_rfd3/04_af3/outputs/3lhp_1p__contig0__seed0__rep0_3lhp_1p__contig0__seed0__rep0_0_model_6_fixed_dldesign_6,ok,8.203664745121745,2.3834751449905105,10.689612593081344,6.710775047258979,9.972921875,0.45,0.45,0.0,0.0,0.76,4,True,ok,18,17,2,0,ok,0.7310585786300049,0.003935004133789858,1.6715929639815836e-11,0.006350001024432497,0.3305951115227361,3.6930708605855353e-88,1
